"Código técnico";"Formulario REM";Sección;Columna;"Nombre funcional de la variable";"Tipo de regla";Descripción;"Lógica resumida";"Fórmula Excel (técnico)";"Rango de filas";"Nivel de importancia";Estado;Fuente;"Observación para revisión";"Validado por Estadística";"Comentario Estadística"
a05_x_b_sum_equals;A05;X;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 409). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 409";Error;Activa;"Estructura Excel";;;
a06_a.1_an_sum_equals;A06;A.1;AN;Beneficiarios;"Suma igual al Total";"Valida que la suma de las columnas AN sea igual al total de la columna AN (Filas 12–21). Variable: Beneficiarios. De lo contrario, se marca como observación.";"Suma(AN) = Columna AN";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.1_ao_sum_equals;A06;A.1;AO;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AO sea igual al total de la columna AO (Filas 12–21). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AO) = Columna AO";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.1_ap_sum_equals;A06;A.1;AP;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 12–21). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.1_aq_sum_equals;A06;A.1;AQ;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 12–21). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.1_ar_sum_equals;A06;A.1;AR;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 12–21). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.1_as_sum_equals;A06;A.1;AS;Demencia;"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 12–21). Variable: Demencia. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.1_av_sum_equals;A06;A.1;AV;"Cuidadores de personas con demencia";"Suma igual al Total";"Valida que la suma de las columnas AV sea igual al total de la columna AV (Filas 12–21). Variable: Cuidadores de personas con demencia. De lo contrario, se marca como observación.";"Suma(AV) = Columna AV";;"Filas 12–21";Error;Activa;"Estructura Excel";;;
a06_a.2_ap_sum_equals;A06;A.2;AP;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 30–31). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 30–31";Error;Activa;"Estructura Excel";;;
a06_a.2_aq_sum_equals;A06;A.2;AQ;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 30–31). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 30–31";Error;Activa;"Estructura Excel";;;
a06_a.2_ar_sum_equals;A06;A.2;AR;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 30–31). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 30–31";Error;Activa;"Estructura Excel";;;
a06_a.2_as_sum_equals;A06;A.2;AS;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 30–31). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 30–31";Error;Activa;"Estructura Excel";;;
a06_a.2_at_sum_equals;A06;A.2;AT;"Personas con sospecha de demencia";"Suma igual al Total";"Valida que la suma de las columnas AT sea igual al total de la columna AT (Filas 30–31). Variable: Personas con sospecha de demencia. De lo contrario, se marca como observación.";"Suma(AT) = Columna AT";;"Filas 30–31";Error;Activa;"Estructura Excel";;;
a06_a.2_au_sum_equals;A06;A.2;AU;"Personas con diagnóstico de demencia";"Suma igual al Total";"Valida que la suma de las columnas AU sea igual al total de la columna AU (Filas 30–31). Variable: Personas con diagnóstico de demencia. De lo contrario, se marca como observación.";"Suma(AU) = Columna AU";;"Filas 30–31";Error;Activa;"Estructura Excel";;;
a06_a.2_b_sum_equals;A06;A.2;B;"TOTAL CONSULTORÍAS Y TELECONSULTORÍAS RECIBIDAS";"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 30). Variable: TOTAL CONSULTORÍAS Y TELECONSULTORÍAS RECIBIDAS. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 30";Error;Activa;"Estructura Excel";;;
a06_a.3_b_sum_equals;A06;A.3;B;"TOTAL CONSULTORÍAS Y TELECONSULTORÍAS OTORGADAS";"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 36). Variable: TOTAL CONSULTORÍAS Y TELECONSULTORÍAS OTORGADAS. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 36";Error;Activa;"Estructura Excel";;;
a06_c.2_b_sum_equals;A06;C.2;B;"Menos de 18 años";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 97–101). Variable: Menos de 18 años. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 97–101";Error;Activa;"Estructura Excel";;;
a06_c.2_c_sum_equals;A06;C.2;C;"18 y más años";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 97–101). Variable: 18 y más años. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 97–101";Error;Activa;"Estructura Excel";;;
a06_c.2_d_sum_equals;A06;C.2;D;"Nº informes";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 97–101). Variable: Nº informes. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 97–101";Error;Activa;"Estructura Excel";;;
a06_c.3_b_sum_equals;A06;C.3;B;"Menos de 18 años";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 106–108). Variable: Menos de 18 años. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 106–108";Error;Activa;"Estructura Excel";;;
a06_c.3_c_sum_equals;A06;C.3;C;"18 y más años";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 106–108). Variable: 18 y más años. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 106–108";Error;Activa;"Estructura Excel";;;
a06_c.3_d_sum_equals;A06;C.3;D;"Nº informes";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 106–108). Variable: Nº informes. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 106–108";Error;Activa;"Estructura Excel";;;
a06_c.3_e_sum_equals;A06;C.3;E;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 106–108). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 106–108";Error;Activa;"Estructura Excel";;;
a06_c.3_f_sum_equals;A06;C.3;F;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 106–108). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 106–108";Error;Activa;"Estructura Excel";;;
a06_g_b_sum_equals;A06;G;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 130). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 130";Error;Activa;"Estructura Excel";;;
a06_h_an_sum_equals;A06;H;AN;Beneficiarios;"Suma igual al Total";"Valida que la suma de las columnas AN sea igual al total de la columna AN (Filas 135–137). Variable: Beneficiarios. De lo contrario, se marca como observación.";"Suma(AN) = Columna AN";;"Filas 135–137";Error;Activa;"Estructura Excel";;;
a06_h_ao_sum_equals;A06;H;AO;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AO sea igual al total de la columna AO (Filas 135–137). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AO) = Columna AO";;"Filas 135–137";Error;Activa;"Estructura Excel";;;
a06_h_ap_sum_equals;A06;H;AP;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 135–137). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 135–137";Error;Activa;"Estructura Excel";;;
a06_h_aq_sum_equals;A06;H;AQ;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 135–137). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 135–137";Error;Activa;"Estructura Excel";;;
a06_h_ar_sum_equals;A06;H;AR;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 135–137). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 135–137";Error;Activa;"Estructura Excel";;;
a06_l_m_sum_equals;A06;L;M;"Atención Abierta";"Suma igual al Total";"Valida que la suma de las columnas M sea igual al total de la columna M (Filas 179–180). Variable: Atención Abierta. De lo contrario, se marca como observación.";"Suma(M) = Columna M";;"Filas 179–180";Error;Activa;"Estructura Excel";;;
a06_l_n_sum_equals;A06;L;N;"Atención Cerrada";"Suma igual al Total";"Valida que la suma de las columnas N sea igual al total de la columna N (Filas 179–180). Variable: Atención Cerrada. De lo contrario, se marca como observación.";"Suma(N) = Columna N";;"Filas 179–180";Error;Activa;"Estructura Excel";;;
a07_a.1_ad_sum_equals;A07;A.1;AD;"Consultas Médicas por Operativos (no incluidas en produccion)";"Suma igual al Total";"Valida que la suma de las columnas AD sea igual al total de la columna AD (Filas 71–125). Variable: Consultas Médicas por Operativos (no incluidas en produccion). De lo contrario, se marca como observación.";"Suma(AD) = Columna AD";;"Filas 71–125";Error;Activa;"Estructura Excel";;;
a07_a.1_w_sum_equals;A07;A.1;W;"CONSULTA ABREVIADA (Confección de recetas o lectura de exámenes)";"Suma igual al Total";"Valida que la suma de las columnas W sea igual al total de la columna W (Filas 71–125). Variable: CONSULTA ABREVIADA (Confección de recetas o lectura de exámenes). De lo contrario, se marca como observación.";"Suma(W) = Columna W";;"Filas 71–125";Error;Activa;"Estructura Excel";;;
a07_b_b_sum_equals;A07;B;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T sea igual al total de la columna B (Fila 129). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T) = Columna B";;"Fila 129";Error;Activa;"Estructura Excel";;;
a07_b_c_sum_equals;A07;B;C;"0 - 4 años";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 129–145). Variable: 0 - 4 años. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_d_sum_equals;A07;B;D;"5 - 9 años";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 129–145). Variable: 5 - 9 años. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_e_sum_equals;A07;B;E;"10 - 14 años";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 129–145). Variable: 10 - 14 años. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_f_sum_equals;A07;B;F;"15 - 17 años";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 129–145). Variable: 15 - 17 años. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_g_sum_equals;A07;B;G;"18- 19 años";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 129–145). Variable: 18- 19 años. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_h_sum_equals;A07;B;H;"20 - 24 años";"Suma igual al Total";"Valida que la suma de las columnas H sea igual al total de la columna H (Filas 129–145). Variable: 20 - 24 años. De lo contrario, se marca como observación.";"Suma(H) = Columna H";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_i_sum_equals;A07;B;I;"25 - 29 años";"Suma igual al Total";"Valida que la suma de las columnas I sea igual al total de la columna I (Filas 129–145). Variable: 25 - 29 años. De lo contrario, se marca como observación.";"Suma(I) = Columna I";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_j_sum_equals;A07;B;J;"30 - 34 años";"Suma igual al Total";"Valida que la suma de las columnas J sea igual al total de la columna J (Filas 129–145). Variable: 30 - 34 años. De lo contrario, se marca como observación.";"Suma(J) = Columna J";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_k_sum_equals;A07;B;K;"35 - 39 años";"Suma igual al Total";"Valida que la suma de las columnas K sea igual al total de la columna K (Filas 129–145). Variable: 35 - 39 años. De lo contrario, se marca como observación.";"Suma(K) = Columna K";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_l_sum_equals;A07;B;L;"40 - 44 años";"Suma igual al Total";"Valida que la suma de las columnas L sea igual al total de la columna L (Filas 129–145). Variable: 40 - 44 años. De lo contrario, se marca como observación.";"Suma(L) = Columna L";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_m_sum_equals;A07;B;M;"45 - 49 años";"Suma igual al Total";"Valida que la suma de las columnas M sea igual al total de la columna M (Filas 129–145). Variable: 45 - 49 años. De lo contrario, se marca como observación.";"Suma(M) = Columna M";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
a07_b_n_sum_equals;A07;B;N;"50 - 54 años";"Suma igual al Total";"Valida que la suma de las columnas N sea igual al total de la columna N (Filas 129–145). Variable: 50 - 54 años. De lo contrario, se marca como observación.";"Suma(N) = Columna N";;"Filas 129–145";Error;Activa;"Estructura Excel";;;
